OBJECTID	PDIV_ID	Af_used_2017	Af_used_irr_2017	Acres_2017	Af_used_mun_2017	Af_used_stk_2017	long_nad83	lat_nad83	county
9548	39646	82	82	120	0	0	-101.1157942	39.34756385	TH
9549	46185	51	51	105	0	0	-100.2663015	38.03474041	FI
9550	30250	55	55	78	0	0	-100.3334035	39.11177689	GO
9551	75738	352	352	216	0	0	-100.5158396	37.49080373	GY
9552	64075	18.13641818	0	0	18.13641818	0	-100.7158128	37.92318854	FI
9553	49003	61	61	63	0	0	-97.96871715	37.28049965	HP
9554	62354	0	0	0	0	0	-95.50007339	39.21415846	JF
9555	5949	5.606857122	0	0	0	0	-95.54938023	39.85001308	BR
9556	32872	0	0	0	0	0	-97.27491824	39.56250534	CY
9557	54920	0	0	0	0	0	-101.5483282	37.93767506	HM
9558	52362	81.06465839	81.06465839	130	0	0	-100.6555435	37.77791322	FI
9559	44287	109	109	205	0	0	-100.4787562	37.87833138	GY
9560	5838	0	0	0	0	0	-101.2662862	38.65673581	WH
9561	21972	0	0	0	0	0	-100.076613	39.77694875	NT
9562	14697	34.93406496	0	0	0	34.93406496	-100.9049229	38.31282128	SC
9563	19795	57.75	57.75	67	0	0	-98.90511029	38.35130931	BT
9564	1988	0	0	0	0	0	-101.1223769	37.56160335	GT
9565	69062	0	0	0	0	0	-99.63666955	39.60365736	NT
9566	14779	241.4296718	241.4296718	245	0	0	-101.8871559	39.49933574	SH
9567	52027	0	0	0	0	0	-101.0910256	37.9760127	FI
9568	68795	0	0	0	0	0	-100.7030355	37.71118387	HS
9569	50510	0	0	0	0	0	-99.74546856	37.65131018	FO
9570	29416	0	0	0	0	0	-100.3921618	37.68264946	GY
9571	19513	0.303819844	0.303819844	32	0	0	-97.32949624	37.52681834	SG
9572	2383	42.83644979	42.83644979	65	0	0	-97.19780275	39.43385637	CY
9573	3794	147.1961111	147.1961111	128	0	0	-98.74385107	37.7371173	PR
9574	32991	0	0	0	0	0	-100.3100401	37.91430052	GY
9575	20706	55	55	40	0	0	-99.58938083	39.92639697	PL
9576	67314	0	0	0	0	0	-100.6110223	37.68526729	GY
9577	21790	256	256	130	0	0	-100.8818259	37.17366421	SW
9578	60659	63.1853209	63.1853209	49	0	0	-99.16090729	38.48057304	RH
9579	8007	7	7	30	0	0	-101.6201367	39.95319115	CN
9580	16912	220.3798669	220.3798669	350	0	0	-101.3795364	37.51344181	GT
9581	64752	144	144	120	0	0	-101.1986665	39.42809227	TH
9582	67172	0	0	0	0	0	-97.54621798	38.26061889	MP
9583	64969	71.33444427	71.33444427	148	0	0	-100.9829769	38.06143739	FI
9584	6947	40.60751693	0	0	0	0	-101.814713	39.33943941	SH
9585	10727	178.25	178.25	130	0	0	-99.17343525	37.98137643	ED
9586	75463	0	0	0	0	0	-96.68511143	39.11210343	RL
9587	10609	0	0	0	0	0	-101.4768018	38.56394589	WH
9588	49482	245	245	181	0	0	-100.7339505	38.6195653	SC
9589	22870	0	0	0	0	0	-100.3378347	37.76271282	GY
9590	8863	2.916666667	0	0	0	0	-98.12273059	38.20837607	RC
9591	50094	0	0	0	0	0	-100.9074602	37.02539572	SW
9592	22079	103	103	130	0	0	-97.69293559	37.85113123	SG
9593	14597	0	0	0	0	0	-101.3854295	38.43265861	WH
9594	20234	0	0	0	0	0	-101.6909306	38.90463404	WA
9595	73673	0	0	0	0	0	-97.26992576	37.94110262	HV
9596	64809	0	0	0	0	0	-100.521885	39.90711449	DC
9597	15998	112.9166398	112.9166398	205	0	0	-99.95857071	37.6636406	FO
9598	31161	0	0	0	0	0	-100.1381394	38.90834686	TR
9599	2967	330	330	350	0	0	-100.8479008	37.3861328	SW
9600	5351	0	0	0	0	0	-98.23863708	37.54790777	KM
9601	3933	5.457709198	0	0	5.457709198	0	-95.20922781	39.21475981	JF
9602	8603	0	0	0	0	0	-101.9524774	38.67616107	GL
9603	49158	0	0	0	0	0	-101.6404644	38.64717279	GL
9604	37814	0	0	0	0	0	-99.21149461	38.01065931	PN
9605	22875	89	89	153	0	0	-100.1337734	37.62482554	FO
9606	66835	0	0	0	0	0	-100.6007625	38.95048959	GO
9607	43683	119.3014599	119.3014599	130	0	0	-98.63182185	37.90775562	SF
9608	74109	17.74541125	0	0	17.74541125	0	-99.56847939	38.93280066	EL
9609	14606	70.41666667	70.41666667	102	0	0	-99.48410638	37.92289733	ED
9610	41147	0	0	0	0	0	-101.6898785	37.57529634	ST
9611	62942	0	0	0	0	0	-98.49566769	37.73618746	PR
9612	32528	134	134	230	0	0	-100.749445	39.23958636	TH
9613	3105	0	0	0	0	0	-101.6879276	38.67696319	GL
9614	39080	0	0	0	0	0	-100.8454535	37.25631936	SW
9615	64353	40.79778795	0	0	40.79778795	0	-99.63142688	39.59144683	NT
9616	48875	0	0	0	0	0	-100.5933918	37.69306634	GY
9617	45637	14.92093012	0	0	14.92093012	0	-97.52889084	37.07741038	SU
9618	17	81	81	120	0	0	-100.2789347	37.71541086	GY
9619	30121	118	118	133	0	0	-97.45004987	37.89413178	SG
9620	39948	91	91	260	0	0	-99.37693321	37.51229999	KW
9621	28801	67.20556328	67.20556328	240	0	0	-101.8901924	38.81741955	WA
9622	44352	71	71	120	0	0	-99.92511008	38.9747688	TR
9623	1171	80	80	60	0	0	-99.01032387	38.24519366	PN
9624	28672	5.918656073	5.918656073	10	0	0	-98.85065184	39.63986012	SM
9625	31514	54.02162338	0	0	54.02162338	0	-99.31005155	37.25912346	CM
9626	41228	188	188	125	0	0	-101.3364197	37.7550472	KE
9627	20175	152	152	134	0	0	-102.0151965	39.08587353	WA
9628	65770	53	53	320	0	0	-100.6430934	37.73047347	GY
9629	15659	0	0	0	0	0	-101.1501848	39.65958526	RA
9630	2982	35	35	41	0	0	-100.9157644	38.27039191	SC
9631	76160	328.8036557	0	0	0	0	-101.0244088	37.84092805	FI
9632	40017	55.47320708	0	0	55.47320708	0	-99.90411951	38.98523865	TR
9633	73508	255.8132398	0	0	0	0	-100.9890174	37.84232119	FI
9634	66880	315	315	350	0	0	-101.2479471	37.11890505	SV
9635	2818	0	0	0	0	0	-99.07471938	38.12087425	PN
9636	54241	172.7375396	172.7375396	130	0	0	-99.96127075	37.5650602	FO
9637	11961	0	0	0	0	0	-101.9602695	39.82876238	CN
9638	21809	198	198	130	0	0	-99.77428732	37.70234791	FO
9639	15493	175	175	128	0	0	-99.28214033	37.85072618	ED
9640	14815	0	0	0	0	0	-100.5675123	39.60002415	DC
9641	64466	359	359	244	0	0	-101.2051761	37.26739387	SV
9642	16277	0	0	0	0	0	-97.78431213	38.46671105	MP
9643	8453	106	106	244	0	0	-101.1586888	37.29722397	SV
9644	68156	0	0	0	0	0	-100.6944566	37.59692194	HS
9645	70326	0	0	0	0	0	-97.9922314	38.0687313	RN
9646	42112	13.38034869	0	0	13.38034869	0	-97.873839	37.9698817	RN
9647	15707	0	0	0	0	0	-101.1627472	37.89758099	KE
9648	1020	72	72	260	0	0	-101.7768218	39.30056035	SH
9649	41917	36	36	118	0	0	-97.69942285	38.26407895	MP
9650	46468	0	0	0	0	0	-100.0423835	38.66854404	NS
9651	27290	207	207	156	0	0	-100.6833829	37.67458787	HS
9652	67992	0	0	0	0	0	-99.56575895	37.75154828	FO
9653	9549	11.02850689	11.02850689	29	0	0	-97.00265024	38.34659635	MN
9654	6663	0	0	0	0	0	-101.5538087	37.68701602	ST
9655	27647	128.6106226	128.6106226	115	0	0	-99.11869974	37.59702351	KW
9656	27345	0	0	0	0	0	-99.73449196	38.09844772	HG
9657	51606	294	294	160	0	0	-100.7255206	37.33309997	SW
9658	4601	0	0	0	0	0	-97.65959865	38.0587629	HV
9659	28067	0	0	0	0	0	-97.96661761	37.28615925	HP
9660	64974	100.8804638	100.8804638	186	0	0	-96.91452879	38.98695878	GE
9661	27179	0	0	0	0	0	-100.979596	37.85487086	FI
9662	75952	130.0839954	0	0	0	0	-94.6746191	37.11898083	CK
9663	17818	0	0	0	0	0	-99.86795832	37.70992046	FO
9664	3474	121	121	120	0	0	-100.7995131	39.05939894	GO
9665	25650	165.6892261	165.6892261	130	0	0	-99.2638296	37.87997597	ED
9666	23444	152	152	129	0	0	-97.78937671	37.98149148	RN
9667	60465	350	350	250	0	0	-101.1078394	37.29951046	SV
9668	19504	0	0	0	0	0	-101.1785415	37.58368248	GT
9669	40027	133.0833333	133.0833333	133	0	0	-99.15066272	38.03267902	PN
9670	38324	113	113	120	0	0	-97.60579227	37.9450615	HV
9671	46243	288.2943431	288.2943431	229	0	0	-100.1867287	37.42396321	ME
9672	5194	0	0	0	0	0	-101.666377	38.88686948	WA
9673	6426	0	0	0	0	0	-99.46042577	37.81015747	ED
9674	49553	0.6500824	0	0	0	0	-96.52414428	39.19069683	PT
9675	2531	12.29304191	12.29304191	45	0	0	-101.2939864	38.5910773	WH
9676	63911	62	62	126	0	0	-97.4015224	39.62473018	CD
9677	11237	138.1392109	138.1392109	130	0	0	-98.15603987	38.25029057	RC
9678	25653	109	109	130	0	0	-101.4608143	36.99945841	SV
9679	25	115.2397875	115.2397875	130	0	0	-99.28704304	37.93098496	ED
9680	50705	0	0	0	0	0	-101.5640013	37.65036178	ST
9681	70184	0	0	0	0	0	-100.8753975	38.1277421	FI
9682	44571	21.90167899	0	0	21.90167899	0	-96.43585782	39.23254655	PT
9683	2525	11.86313069	0	0	0	0	-97.58334345	38.07753089	HV
9684	1650	0	0	0	0	0	-100.6797852	37.87870743	FI
9685	68593	12.09755379	0	0	0	0	-100.2580718	39.14314244	SD
9686	846	0	0	0	0	0	-95.41502733	39.85418194	BR
9687	37409	232.004812	232.004812	165	0	0	-100.380679	37.34952848	ME
9688	72379	4.415515067	0	0	4.415515067	0	-99.42104543	39.67441897	PL
9689	37828	47	47	65	0	0	-101.466672	39.74701606	CN
9690	75441	80	80	89	0	0	-99.5525461	38.20179568	PN
9691	44336	29	29	36	0	0	-101.8889049	39.29641009	SH
9692	61956	0	0	0	0	0	-96.82883612	39.30070018	RL
9693	37103	0	0	0	0	0	-101.130777	37.76197028	KE
9694	68225	354.6528935	354.6528935	442	0	0	-101.166212	37.0180661	SV
9695	61736	308	308	300	0	0	-101.2497906	37.13760107	SV
9696	2426	2.403552544	0	0	0	2.403552544	-100.5808106	37.15213393	ME
9697	67756	0	0	0	0	0	-100.1745972	37.73398127	FO
9698	5991	34	34	75	0	0	-100.7191625	38.56250066	SC
9699	3263	125	125	130	0	0	-100.9729813	37.22438003	SW
9700	63506	168	168	140	0	0	-100.9013685	38.08449288	FI
9701	949	51.02700314	51.02700314	108	0	0	-101.6037355	38.77427182	WA
9702	71056	4.25	4.25	3	0	0	-97.1151684	39.88107372	WS
9703	66208	3.645838128	0	0	0	3.645838128	-99.57373239	39.92929879	PL
9704	73311	18.44892297	0	0	0	18.44892297	-100.53034	39.35012523	SD
9705	32296	74.91666667	74.91666667	130	0	0	-98.75684903	37.79704673	PR
9706	18857	113	113	63	0	0	-100.8060024	39.18399504	TH
9707	47220	202	202	272	0	0	-101.5503142	38.68403347	WH
9708	69379	546	0	0	0	0	-97.66215196	38.34566277	MP
9709	72280	153.1069722	153.1069722	130	0	0	-98.99520531	38.17826389	PN
9710	7392	38.11864932	0	0	38.11864932	0	-99.89512844	38.07828417	HG
9711	38931	80	80	78	0	0	-98.99805284	37.97116127	SF
9712	9334	183	183	125	0	0	-100.7242337	37.97414277	FI
9713	72090	10.65873666	0	0	0	0	-97.45215841	37.75794713	SG
9714	42670	159.2049741	159.2049741	110	0	0	-98.68843261	38.20602438	SF
9715	30655	121	121	130	0	0	-100.9064817	37.89888353	FI
9716	64952	0	0	0	0	0	-99.69173637	38.43979505	NS
