OBJECTID	PDIV_ID	Af_used_2017	Af_used_irr_2017	Acres_2017	Af_used_mun_2017	Af_used_stk_2017	long_nad83	lat_nad83	county
45466	84432	107.0673406	107.0673406	100	0	0	-97.57820044	38.01779132	HV
45467	85483	0	0	0	0	0	-97.89836663	38.86829779	SA
45468	84501	12.26818392	12.26818392	55	0	0	-97.36407006	39.4916061	CY
45469	83726	86	86	65	0	0	-97.63341287	37.95239146	HV
45470	82959	75.08830723	75.08830723	70	0	0	-97.76130985	37.4265822	SU
45471	83807	136	136	184	0	0	-100.9029276	38.5111587	SC
45472	84219	0	0	0	0	0	-95.05663587	38.98554032	LV
45473	82254	211	211	160	0	0	-100.8378993	37.86831328	FI
45474	81414	8.180119134	8.180119134	62	0	0	-95.53909506	39.08759971	JF
45475	82979	80	80	153	0	0	-97.68822562	37.96706074	HV
45476	84059	100.3333333	100.3333333	125	0	0	-97.15719409	39.78841656	WS
45477	77291	142	142	120	0	0	-99.30978131	37.82127646	ED
45478	79343	0	0	0	0	0	-99.50245171	37.21933407	CM
45479	84010	0	0	0	0	0	-99.45160899	37.11617076	CM
45480	84006	132.9257851	132.9257851	130	0	0	-99.19167598	37.98879543	ED
45481	83780	0	0	0	0	0	-97.76556705	39.19740772	OT
45482	79024	0	0	0	0	0	-98.0896195	38.13693469	RN
45483	83096	240	240	125	0	0	-100.6449428	37.81195285	GY
45484	81365	0	0	0	0	0	-97.70961094	38.73565538	SA
45485	83805	0	0	0	0	0	-95.93895265	39.76916784	NM
45486	80347	114	114	111	0	0	-99.6481883	38.22236614	HG
45487	81684	0	0	0	0	0	-99.85374428	39.7621025	NT
45488	72736	0	0	0	0	0	-97.10312403	39.38144144	CY
45489	83048	0	0	0	0	0	-99.13069661	39.6840606	PL
45490	77240	0	0	0	0	0	-95.17217894	38.96123148	DG
45491	82581	73	73	130	0	0	-98.33871844	37.86440539	RN
45492	82906	0	0	0	0	0	-97.44965247	37.87830635	SG
45493	82594	206	206	160	0	0	-101.2854189	37.87946925	KE
45494	85076	0	0	0	0	0	-100.4136136	38.93068995	GO
45495	84983	0	0	0	0	0	-97.23768621	39.18449913	CY
45496	80948	206	206	320	0	0	-101.6802038	37.53909203	ST
45497	82049	3.102645074	0	0	0	3.102645074	-97.34346173	39.63943143	WS
45498	85238	0	0	0	0	0	-95.15145392	38.30817915	AN
45499	86128	122	122	125	0	0	-101.2466084	37.87771926	KE
45500	81056	0	0	0	0	0	-97.12423658	37.55353634	BU
45501	81695	166.4991054	166.4991054	132	0	0	-98.70544128	38.28549253	BT
45502	75099	193	193	209	0	0	-101.1666868	37.93582113	KE
45503	84138	172.805362	172.805362	135	0	0	-97.7741794	39.55035333	CD
45504	84005	155	155	240	0	0	-101.5592281	37.04325652	MT
45505	85371	659.8492869	0	0	0	0	-97.43991019	37.77648798	SG
45506	84415	90	90	90	0	0	-97.78919016	37.91129479	RN
45507	83907	36	36	32	0	0	-100.1512815	39.66768426	NT
45508	84653	1.415186696	0	0	0	1.415186696	-96.98432671	39.78539302	WS
45509	83934	148.233395	0	0	148.233395	0	-99.09137942	38.17457381	PN
45510	77293	38	38	57	0	0	-97.41977153	37.54612819	SG
45511	84233	0	0	0	0	0	-97.20953977	37.32188275	SU
45512	73660	327.9167472	0	0	327.9167472	0	-97.57339069	37.98461151	HV
45513	84108	0	0	0	0	0	-99.70950144	39.85669701	NT
45514	82900	0	0	0	0	0	-99.71240379	39.03825877	TR
45515	85196	0	0	0	0	0	-97.66808516	39.11120561	OT
45516	80116	21.91795023	0	0	0	21.91795023	-96.2374752	39.29726533	PT
45517	85856	332	332	250	0	0	-100.916056	37.6587137	HS
45518	76501	0	0	0	0	0	-97.95059276	37.76412297	RN
45519	86224	51	51	120	0	0	-98.4037727	37.85735466	RN
45520	82718	169	169	142	0	0	-98.94487516	37.99289509	SF
45521	60876	101.9166667	101.9166667	120	0	0	-99.05392863	38.10916435	PN
45522	81875	194	194	130	0	0	-99.09161379	37.73708669	ED
45523	84178	62	0	0	0	0	-94.84543053	39.05657718	JO
45524	40142	36.00725485	0	0	36.00725485	0	-97.84529478	39.36123767	CD
45525	83016	0	0	0	0	0	-97.19535095	37.28410877	SU
45526	84726	0	0	0	0	0	-97.96870635	38.76957421	EW
45527	86203	59	59	79	0	0	-97.46855055	37.8795018	SG
45528	80261	0	0	0	0	0	-98.02824361	37.75526928	RN
45529	84542	182	182	130	0	0	-98.89008013	38.22168336	SF
45530	85658	44	44	53	0	0	-98.04668761	37.56039324	KM
45531	78986	62.7931171	62.7931171	142	0	0	-96.0965109	39.14784795	WB
45532	85843	30	30	44	0	0	-100.2149396	37.36514388	ME
45533	85620	654.9435171	0	0	0	0	-97.91495961	38.03960137	RN
45534	84807	0	0	0	0	0	-98.69296892	39.10817908	RS
45535	86331	0	0	0	0	0	-97.23894914	39.18464463	CY
45536	86470	39	39	70	0	0	-97.76941156	38.47271792	MP
45537	83104	31	31	43	0	0	-100.3108162	37.79915222	GY
45538	78535	0	0	0	0	0	-101.8597982	37.95703016	HM
45539	81883	0	0	0	0	0	-98.08456125	39.97230962	JW
45540	84838	0	0	0	0	0	-97.77390946	39.55759345	CD
45541	85203	0	0	0	0	0	-99.63007583	39.94598352	NT
45542	28939	0	0	0	0	0	-100.411122	37.87147321	GY
45543	14643	0	0	0	0	0	-101.7183661	37.08636187	MT
45544	5649	0	0	0	0	0	-98.96288752	38.44996367	BT
45545	50564	0	0	0	0	0	-100.6148656	37.65391259	GY
45546	34852	0	0	0	0	0	-98.98114955	37.83075016	SF
45547	24380	0	0	0	0	0	-95.98368254	39.15780817	SN
45548	6591	0	0	0	0	0	-100.9713303	38.26139748	FI
45549	20744	0	0	0	0	0	-97.13004557	39.37384019	CY
45550	20616	0	0	0	0	0	-99.88989083	37.14177741	CA
45551	33033	0	0	0	0	0	-99.92461027	37.77523489	FO
45552	28858	0	0	0	0	0	-99.92444524	37.77982887	FO
45553	6551	0	0	0	0	0	-98.08584088	37.76302243	RN
45554	34943	0	0	0	0	0	-100.4610805	39.12631738	GO
45555	36482	0	0	0	0	0	-95.55041611	39.8305471	BR
45556	42651	0	0	0	0	0	-98.02656227	38.13986893	RN
45557	21144	0	0	0	0	0	-94.72455046	37.41212377	CR
45558	51713	0	0	0	0	0	-99.76155183	37.76254643	FO
45559	47563	0	0	0	0	0	-99.15480488	38.11255429	PN
45560	23833	0	0	0	0	0	-99.47458912	38.476739	RH
45561	13293	0	0	0	0	0	-96.65698813	39.85681293	MS
45562	22583	0	0	0	0	0	-98.66555584	37.87438299	SF
45563	38381	0	0	0	0	0	-99.64545945	37.65911165	FO
45564	36157	0	0	0	0	0	-101.7501141	38.51477437	GL
45565	7514	0	0	0	0	0	-97.32090229	37.74392462	SG
45566	27751	0	0	0	0	0	-98.82763689	38.42700519	BT
45567	24016	0	0	0	0	0	-100.0471258	37.78035033	FO
45568	36293	0	0	0	0	0	-100.7417818	39.4695191	TH
45569	44261	0	0	0	0	0	-97.27981304	37.61471606	SG
45570	48038	0	0	0	0	0	-97.6261275	38.37130713	MP
45571	46416	0	0	0	0	0	-100.0141318	37.78053916	FO
45572	39827	0	0	0	0	0	-99.48027735	37.59015354	KW
45573	5466	0	0	0	0	0	-98.45853116	37.49667501	KM
45574	54266	0	0	0	0	0	-101.3748977	37.35982913	SV
45575	54487	0	0	0	0	0	-101.6545412	37.32228854	MT
45576	39072	0	0	0	0	0	-95.71649936	39.07148192	SN
45577	44195	0	0	0	0	0	-101.0225031	38.67057089	SC
45578	2717	0	0	0	0	0	-101.1798307	38.09453044	KE
45579	13158	0	0	0	0	0	-97.54134218	37.82129874	SG
45580	47067	0	0	0	0	0	-97.8554151	38.03750928	RN
45581	42536	0	0	0	0	0	-101.5075124	37.61937202	GT
45582	52640	0	0	0	0	0	-100.3294218	38.92208679	GO
45583	22516	0	0	0	0	0	-98.45864168	37.8362142	RN
45584	24720	0	0	0	0	0	-99.48446487	39.08347079	EL
45585	23383	0	0	0	0	0	-99.67643284	39.89765456	NT
45586	2249	0	0	0	0	0	-101.7747039	37.20082977	MT
45587	801	0	0	0	0	0	-101.8779082	37.49624068	ST
45588	2621	0	0	0	0	0	-101.3414315	38.47740006	WH
45589	42021	0	0	0	0	0	-97.39221985	39.66484895	RP
45590	53653	0	0	0	0	0	-101.7056782	37.96385648	HM
45591	7261	0	0	0	0	0	-101.0723385	37.42742131	HS
45592	21003	0	0	0	0	0	-99.33480668	39.77240867	PL
45593	30948	0	0	0	0	0	-100.2832467	37.74071576	GY
45594	38584	0	0	0	0	0	-100.5339128	39.0292928	GO
45595	53788	0	0	0	0	0	-100.0587261	39.52080589	GH
45596	9686	0	0	0	0	0	-99.42378907	38.19724476	PN
45597	22453	0	0	0	0	0	-96.87876392	37.80051367	BU
45598	38999	0	0	0	0	0	-100.7677865	38.63122374	SC
45599	32658	0	0	0	0	0	-101.579304	37.6995235	ST
45600	1531	0	0	0	0	0	-98.58835938	37.61986535	PR
45601	1758	0	0	0	0	0	-97.89913063	38.15738638	RN
45602	33920	0	0	0	0	0	-101.5234013	38.25337449	KE
45603	8112	0	0	0	0	0	-97.21948573	37.47530574	SU
45604	22813	0	0	0	0	0	-97.3011843	37.61939687	SG
45605	29415	0	0	0	0	0	-101.7720876	39.82619874	CN
45606	13408	0	0	0	0	0	-101.8823411	37.02421662	MT
45607	33791	0	0	0	0	0	-99.58828419	38.18587206	HG
45608	49963	0	0	0	0	0	-97.66191442	39.57529114	CD
45609	30174	0	0	0	0	0	-100.1598015	37.76510201	FO
45610	29558	0	0	0	0	0	-101.3829228	38.54950929	WH
45611	21803	0	0	0	0	0	-101.6307341	39.93953604	CN
45612	23083	0	0	0	0	0	-99.19456376	37.32812505	CM
45613	53975	0	0	0	0	0	-94.76982737	38.91365671	JO
45614	27729	0	0	0	0	0	-101.444399	38.13770567	KE
45615	7645	0	0	0	0	0	-101.0954586	37.8833942	FI
45616	23819	0	0	0	0	0	-95.80373688	39.08048172	SN
45617	10547	0	0	0	0	0	-99.49218068	37.84378959	ED
45618	2077	0	0	0	0	0	-99.53379766	39.46498015	RO
45619	35013	0	0	0	0	0	-97.61065746	38.85119052	SA
45620	35079	0	0	0	0	0	-98.77829653	38.36166332	BT
45621	21043	0	0	0	0	0	-97.34784688	37.6204897	SG
45622	60657	0	0	0	0	0	-100.5252334	37.19200237	ME
45623	51399	0	0	0	0	0	-101.9226881	37.19620046	MT
45624	30241	0	0	0	0	0	-97.0106336	38.34236922	MN
45625	6898	0	0	0	0	0	-95.31445312	39.99234702	DP
45626	39684	0	0	0	0	0	-98.75191637	38.36126423	BT
45627	37009	0	0	0	0	0	-100.3758949	37.761368	GY
45628	60213	0	0	0	0	0	-97.8687921	39.9509353	RP
45629	60215	0	0	0	0	0	-97.86825709	39.94997448	RP
45630	64126	0	0	0	0	0	-97.12351406	39.70442332	WS
45631	63660	0	0	0	0	0	-95.41354428	39.073303	JF
45632	61116	0	0	0	0	0	-100.7430847	38.4630314	SC
45633	2837	0	0	0	0	0	-97.49094349	38.02706089	HV
45634	25359	0	0	0	0	0	-97.01822825	37.04633361	CL
45635	45959	0	0	0	0	0	-97.01787324	37.0466256	CL
45636	63285	0	0	0	0	0	-101.6544416	37.65171027	ST
45637	40035	0	0	0	0	0	-101.4421179	38.60471251	WH
45638	53867	0	0	0	0	0	-100.686517	37.1406385	SW
45639	64708	0	0	0	0	0	-101.3522531	37.07207136	SV
45640	42078	0	0	0	0	0	-100.3275342	37.96842915	GY
45641	4152	0	0	0	0	0	-99.47672915	38.48713204	RH
45642	61776	0	0	0	0	0	-97.96422286	37.88580918	RN
45643	44182	0	0	0	0	0	-98.51076002	37.61447337	PR
45644	65768	0	0	0	0	0	-95.28851561	39.02227662	DG
45645	9460	0	0	0	0	0	-97.30071295	39.62863994	WS
45646	66715	0	0	0	0	0	-97.8576232	38.5758793	MP
45647	65598	0	0	0	0	0	-97.91762425	38.58618302	MP
45648	66825	0	0	0	0	0	-97.11747096	39.88333718	WS
45649	67928	0	0	0	0	0	-100.6061151	37.52454139	GY
45650	70957	0	0	0	0	0	-97.87567872	37.70097592	KM
45651	39800	0	0	0	0	0	-98.97486812	38.11624127	PN
45652	63315	0	0	0	0	0	-99.07895328	38.86906424	EL
45653	70423	0	0	0	0	0	-97.88777468	39.16109983	OT
45654	73820	0	0	0	0	0	-97.60185826	39.54700926	CD
45655	73954	0	0	0	0	0	-96.28129857	39.17708657	WB
45656	73229	0	0	0	0	0	-99.58325094	39.51745285	RO
45657	76159	0	0	0	0	0	-99.69693951	39.37899873	GH
45658	73924	0	0	0	0	0	-98.39516267	37.23751007	BA
45659	72973	45	45	30	0	0	-97.55016345	37.81584172	SG
45660	76621	0	0	0	0	0	-95.45132735	39.91467196	BR
45661	76739	0	0	0	0	0	-97.59751044	39.03230001	OT
45662	78572	0	0	0	0	0	-96.05134546	39.86158675	NM
45663	78079	0	0	0	0	0	-98.98938459	39.03118464	RS
45664	74023	204	204	143	0	0	-100.9413479	38.16367285	FI
45665	78232	59	59	80	0	0	-100.337006	39.37575428	SD
45666	80133	0	0	0	0	0	-96.62688716	39.16044374	RL
45667	80607	0	0	0	0	0	-98.17462307	38.17692162	RC
45668	77446	0	0	0	0	0	-99.12232195	38.78240823	EL
45669	78651	0	0	0	0	0	-101.6418333	37.19334708	MT
45670	80445	233	233	200	0	0	-100.7914984	37.78021374	FI
45671	81279	0	0	0	0	0	-97.12857923	37.28565737	CL
45672	80879	0	0	0	0	0	-99.10190041	38.13046416	PN
45673	82720	0	0	0	0	0	-99.13575572	38.06910393	PN
45674	83454	177.9420655	177.9420655	122	0	0	-101.0978162	37.92009232	FI
45675	81387	0	0	0	0	0	-99.30983127	37.82916643	ED
45676	81438	0	0	0	0	0	-95.43083401	39.06679284	DG
45677	83008	0	0	0	0	0	-97.96305492	37.09833389	HP
45678	82249	266	266	122	0	0	-101.2224784	37.85207956	KE
45679	79414	0	0	0	0	0	-97.63611684	39.5727217	CD
45680	81992	0	0	0	0	0	-97.20983123	37.32991329	SU
45681	83777	0	0	0	0	0	-97.76689021	39.19740774	OT
45682	83114	0	0	0	0	0	-100.8523508	37.55117452	HS
45683	79856	0	0	0	0	0	-98.19666706	37.77200822	RN
45684	76282	235	235	125	0	0	-101.0089526	37.75969964	FI
45685	82976	135	135	130	0	0	-97.82169783	39.31036756	CD
45686	84814	0	0	0	0	0	-97.45779925	38.28919724	MP
45687	79468	193	193	135	0	0	-99.36390576	37.74401498	ED
45688	80727	0	0	0	0	0	-97.43151928	37.98795947	HV
45689	83788	0	0	0	0	0	-97.41901593	37.48821975	SG
45690	81070	67	67	118	0	0	-94.90742485	39.74750414	DP
45691	80277	0	0	0	0	0	-98.05942281	37.89262283	RN
45692	78120	0	0	0	0	0	-97.43874351	37.74163239	SG
45693	83578	0	0	0	0	0	-97.70596393	37.99608315	RN
45694	81662	150.6209893	150.6209893	130	0	0	-99.02650864	38.01114505	PN
45695	82591	0	0	0	0	0	-95.72361303	39.86649999	BR
45696	81910	69.1358934	0	0	69.1358934	0	-99.69649485	39.02293834	TR
45697	85078	0	0	0	0	0	-100.4166936	38.92635005	GO
45698	84700	0.106769659	0	0	0.106769659	0	-99.96112708	37.76815789	FO
45699	80234	113	113	126	0	0	-97.13132754	37.21244561	CL
45700	83090	10.27586228	10.27586228	40	0	0	-97.40457123	39.55150874	CD
45701	80824	0	0	0	0	0	-97.53440577	38.22417401	MP
45702	84883	148	148	309	0	0	-100.290542	37.37705369	ME
45703	78311	0.693568533	0	0	0	0	-98.2105165	38.21811989	RC
45704	84021	189	189	222	0	0	-100.3088041	39.44593199	SD
45705	82719	185.75	185.75	130	0	0	-99.33682179	37.89462641	ED
45706	81534	14.97371498	0	0	0	0	-98.51931894	37.70532769	PR
45707	79962	0	0	0	0	0	-97.65646649	38.57273644	MP
45708	83944	0	0	0	0	0	-100.2291629	39.2198949	SD
45709	76047	124	124	125	0	0	-101.1047739	37.84195543	KE
45710	84809	0	0	0	0	0	-97.45779948	38.27807071	MP
45711	84810	0	0	0	0	0	-97.45779949	38.27747484	MP
45712	81110	104.5293708	104.5293708	265	0	0	-102.0424167	38.79483289	WA
45713	84390	144	144	229	0	0	-101.0107991	37.0294696	SW
45714	81654	47	47	65	0	0	-97.53409969	38.88866126	SA
45715	83265	0	0	0	0	0	-97.53592094	38.20177495	MP
45716	84875	0	0	0	0	0	-97.27373299	37.40262488	SU
45717	84159	83	83	59	0	0	-101.1215652	39.65450068	RA
45718	85278	0	0	0	0	0	-97.53365579	38.26433915	MP
45719	79429	118.9500723	118.9500723	160	0	0	-98.32166479	38.19496578	RC
45720	85052	0	0	0	0	0	-97.79759682	39.17598124	OT
45721	85725	38	38	130	0	0	-98.90836215	38.11269419	SF
45722	79465	94.52172926	94.52172926	90	0	0	-98.99093422	38.25453339	PN
45723	73453	182	182	250	0	0	-100.8065966	37.29336124	SW
45724	29478	0	0	0	0	0	-96.9514779	38.00770821	BU
45725	83728	0	0	0	0	0	-99.62741762	39.85734786	NT
45726	84200	0	0	0	0	0	-101.3997067	37.57951167	GT
45727	79481	310	310	270	0	0	-100.7070558	37.6013342	HS
45728	85318	71	71	120	0	0	-100.3516235	37.6584524	GY
45729	85270	147	147	113	0	0	-97.40864404	37.8982018	SG
45730	84506	203	203	124	0	0	-100.6402131	37.43135331	ME
45731	84903	0	0	0	0	0	-97.41931695	37.64690597	SG
45732	84235	0	0	0	0	0	-97.20949761	37.32198456	SU
45733	85617	118	118	112	0	0	-98.91534874	37.74489598	PR
45734	84892	175	175	130	0	0	-98.88999547	37.70013745	PR
45735	84948	0	0	0	0	0	-99.40940023	37.92239983	ED
45736	78128	0	0	0	0	0	-95.48973594	39.9057196	BR
45737	81660	82.15165827	0	0	0	0	-98.92144505	37.05143845	BA
45738	84464	0	0	0	0	0	-99.75018182	39.77038496	NT
45739	67173	0	0	0	0	0	-97.54471793	38.26056889	MP
45740	83978	0	0	0	0	0	-97.79836674	37.94626341	RN
45741	83596	208	208	125	0	0	-100.9113108	37.70998453	HS
45742	83178	0.826451354	0.826451354	1	0	0	-99.56524927	38.93745062	EL
45743	82753	46.66666667	46.66666667	140	0	0	-97.26370775	39.54934798	CY
45744	83383	28.33333333	28.33333333	40	0	0	-98.74904301	39.44552059	OB
45745	83675	0	0	0	0	0	-97.19727911	37.18931922	SU
45746	86377	34.34931917	0	0	0	34.34931917	-98.01806085	39.43668244	MC
45747	85959	0	0	0	0	0	-97.66861377	39.11161746	OT
45748	83947	0	0	0	0	0	-97.26344184	37.37489146	SU
45749	86379	0	0	0	0	0	-98.43671338	37.64713956	KM
45750	85170	222	222	109	0	0	-100.7233864	37.50419453	HS
45751	83157	143	143	125	0	0	-99.18238558	37.98881541	ED
45752	86007	162.4085855	162.4085855	112	0	0	-100.7879474	37.85416318	FI
45753	80591	71	71	57	0	0	-97.99195775	37.29099941	HP
45754	84315	95	95	110	0	0	-100.5482208	39.43351444	SD
45755	85668	0	0	0	0	0	-97.96512938	37.10279688	HP
45756	80338	0.110479943	0	0	0	0	-98.61826067	38.69707135	RS
45757	80304	229.9578642	229.9578642	240	0	0	-101.5835295	37.69346506	ST
45758	78965	0	0	0	0	0	-95.71527286	39.07080543	SN
45759	78326	150	150	315	0	0	-100.2820117	37.38002369	ME
45760	85265	102	102	125	0	0	-100.4300904	37.91476327	GY
45761	85607	190.25	190.25	120	0	0	-99.13756454	37.87989586	ED
45762	54171	0	0	0	0	0	-97.94852694	37.9688759	RN
45763	18509	0	0	0	0	0	-101.5238504	38.61806763	WH
45764	27257	0	0	0	0	0	-99.20318929	38.51248309	RH
45765	2173	0	0	0	0	0	-97.44964843	38.28654806	MP
45766	39618	0	0	0	0	0	-100.178445	39.73737652	NT
45767	38752	0	0	0	0	0	-97.61596095	38.59434295	MP
45768	29027	0	0	0	0	0	-97.17932756	37.70402883	SG
45769	47915	0	0	0	0	0	-101.1793833	39.66885779	RA
45770	31826	0	0	0	0	0	-99.92867237	37.7762549	FO
45771	32587	0	0	0	0	0	-99.92277123	37.7733039	FO
45772	28167	0	0	0	0	0	-99.04493925	38.19252873	PN
45773	28102	0	0	0	0	0	-102.0206757	37.15127071	MT
45774	7870	0	0	0	0	0	-101.549333	38.61973152	WH
45775	20631	0	0	0	0	0	-99.31159353	38.15750226	PN
45776	47324	0	0	0	0	0	-98.7981589	37.95249632	SF
45777	4943	0	0	0	0	0	-100.8467626	37.96575887	FI
45778	10262	0	0	0	0	0	-99.10580282	39.45461728	RO
45779	26737	0	0	0	0	0	-101.5077685	37.47349615	GT
45780	41098	0	0	0	0	0	-101.1830016	38.02278325	KE
45781	40330	0	0	0	0	0	-99.572963	39.92805577	PL
45782	2122	0	0	0	0	0	-97.67315359	38.34275641	MP
45783	51737	0	0	0	0	0	-94.6035251	39.1316949	WY
45784	36820	0	0	0	0	0	-101.2582535	37.37884757	SV
45785	33819	0	0	0	0	0	-97.31040129	38.95243694	DK
45786	25163	0	0	0	0	0	-99.55532047	37.89020484	ED
45787	42082	0	0	0	0	0	-101.6137035	37.95804543	HM
45788	30300	0	0	0	0	0	-100.5506593	38.52942052	LE
45789	45353	0	0	0	0	0	-98.98582248	38.45379775	BT
45790	30862	0	0	0	0	0	-101.4583265	37.85142193	KE
45791	52608	0	0	0	0	0	-101.4259473	38.46038292	WH
45792	3425	0	0	0	0	0	-100.3693151	39.35644335	SD
45793	6025	0	0	0	0	0	-100.6253419	37.6932915	GY
45794	38737	0	0	0	0	0	-101.563162	37.55670196	ST
45795	36072	0	0	0	0	0	-101.2255433	37.10111825	SV
45796	35460	0	0	0	0	0	-97.60041718	37.9420115	HV
45797	50428	0	0	0	0	0	-96.8775019	37.79867368	BU
45798	46446	0	0	0	0	0	-97.27998589	38.99403209	DK
45799	23625	0	0	0	0	0	-99.08117172	39.66136477	PL
45800	3245	0	0	0	0	0	-97.13501028	37.71714918	BU
45801	43899	0	0	0	0	0	-101.3660846	38.59125755	WH
45802	17152	0	0	0	0	0	-100.8026231	37.75485791	FI
45803	34392	0	0	0	0	0	-100.9166011	38.59122721	SC
45804	53462	0	0	0	0	0	-101.0354642	37.39867643	HS
45805	1673	0	0	0	0	0	-101.479124	37.18832685	SV
45806	43203	0	0	0	0	0	-97.26311455	39.35305096	CY
45807	538	0	0	0	0	0	-101.9611971	38.78487068	WA
45808	48262	0	0	0	0	0	-101.7907291	37.98282997	HM
45809	40664	0	0	0	0	0	-99.10122707	38.49126491	RH
45810	44928	0	0	0	0	0	-99.36960162	37.95264146	ED
45811	37447	0	0	0	0	0	-100.1293228	37.48470626	FO
45812	4466	0	0	0	0	0	-101.0453059	37.03861207	SW
45813	11130	0	0	0	0	0	-95.32751114	39.05307064	JF
45814	23996	0	0	0	0	0	-99.97277979	37.74328024	FO
45815	47223	0	0	0	0	0	-97.48574513	37.784058	SG
45816	11001	0	0	0	0	0	-95.58640752	39.06884393	JF
45817	20970	0	0	0	0	0	-99.36919908	38.19941829	PN
45818	29865	0	0	0	0	0	-101.4035623	38.68381022	WH
45819	29849	0	0	0	0	0	-100.9372984	38.10087615	FI
45820	40861	0	0	0	0	0	-97.98715037	37.69291219	KM
45821	18000	0	0	0	0	0	-99.78095919	38.49820798	NS
45822	1248	0	0	0	0	0	-97.31381326	37.72246019	SG
45823	53952	0	0	0	0	0	-100.3286771	37.28660404	ME
45824	17613	0	0	0	0	0	-94.73486076	37.03379742	CK
45825	15740	0	0	0	0	0	-98.37521161	38.00337493	RN
45826	40120	0	0	0	0	0	-99.21632115	38.43163409	RH
45827	12935	0	0	0	0	0	-101.6735966	38.54193129	GL
45828	27517	0	0	0	0	0	-101.022637	38.48386591	SC
45829	543	0	0	0	0	0	-97.42577188	37.91502174	HV
45830	21638	0	0	0	0	0	-99.47017708	38.47678504	RH
45831	419	0	0	0	0	0	-97.61271434	38.87018628	SA
45832	2024	0	0	0	0	0	-97.81632741	37.98122254	RN
45833	4216	0	0	0	0	0	-101.3738965	37.0329625	SV
45834	28021	0	0	0	0	0	-99.99759658	37.72121842	FO
45835	44960	0	0	0	0	0	-98.4405556	38.16237476	RN
45836	30644	0	0	0	0	0	-98.29090449	38.27140006	RC
45837	61059	0	0	0	0	0	-97.85157809	37.92952151	RN
45838	61181	0	0	0	0	0	-99.73329818	39.53991339	GH
45839	6557	0	0	0	0	0	-98.50839765	37.93472288	SF
45840	62988	0	0	0	0	0	-95.38122351	39.05215198	JF
45841	64177	0	0	0	0	0	-101.7796068	37.5968129	ST
45842	19175	0	0	0	0	0	-95.83166705	37.50835851	WL
45843	12364	0	0	0	0	0	-97.62748815	37.85930944	SG
45844	66069	0	0	0	0	0	-99.6496032	39.08985759	TR
45845	64290	0	0	0	0	0	-100.9514558	39.11196852	LG
45846	66714	0	0	0	0	0	-97.59558186	38.88783397	SA
45847	62384	0	0	0	0	0	-101.3478561	37.032399	SV
45848	64248	0	0	0	0	0	-101.5853023	38.29231456	GL
45849	66105	0	0	0	0	0	-97.87608316	37.7224338	KM
45850	66151	0	0	0	0	0	-100.4980509	38.03717398	FI
45851	65982	0	0	0	0	0	-100.115489	39.7025686	NT
45852	68174	0	0	0	0	0	-97.49017287	38.02707187	HV
45853	63829	0	0	0	0	0	-97.20040077	37.71553591	SG
45854	65692	0	0	0	0	0	-98.4920224	37.37252798	BA
45855	66788	149	149	320	0	0	-100.6404434	37.69312359	GY
45856	61844	0	0	0	0	0	-97.18213785	39.62546357	WS
45857	67867	0	0	0	0	0	-101.5648891	37.03759014	MT
45858	69310	0	0	0	0	0	-97.67344179	37.89472131	SG
45859	67949	0	0	0	0	0	-100.7746766	39.14619113	TH
45860	67942	0	0	0	0	0	-99.90623916	38.43749175	NS
45861	66410	0	0	0	0	0	-98.57224014	37.04752137	BA
45862	64800	0	0	0	0	0	-99.56527494	39.92173862	PL
45863	39079	0	0	0	0	0	-101.4339558	37.2463403	SV
45864	68236	0	0	0	0	0	-100.9238948	37.08756409	SW
45865	69714	0	0	0	0	0	-101.3096343	37.21094319	SV
45866	4282	12.6474984	0	0	12.6474984	0	-99.2552232	37.9329265	ED
45867	71675	0	0	0	0	0	-97.50209426	37.72386267	SG
45868	66982	0	0	0	0	0	-97.60913285	38.80634312	SA
45869	73649	0	0	0	0	0	-97.57243597	37.59319668	SG
45870	75655	0	0	0	0	0	-98.45786571	38.48603718	RC
45871	73651	0	0	0	0	0	-97.57386489	37.59435284	SG
45872	72949	0	0	0	0	0	-97.46593422	37.64676467	SG
45873	75061	0	0	0	0	0	-99.32978524	37.26527608	CM
45874	73757	0	0	0	0	0	-97.88336689	39.16041337	OT
45875	73479	0	0	0	0	0	-99.5897557	39.50666601	RO
45876	73635	0	0	0	0	0	-97.51542933	39.5399097	CD
45877	72731	0	0	0	0	0	-100.4194649	37.81389173	GY
45878	71854	194	194	130	0	0	-99.25470909	37.91636578	ED
45879	73003	0	0	0	0	0	-99.29403723	39.17719682	RO
45880	74927	0	0	0	0	0	-97.52842076	38.09890778	HV
45881	76878	0	0	0	0	0	-97.12641752	37.139687	CL
45882	6273	178.5	178.5	130	0	0	-99.04565185	37.76580648	ED
45883	76939	10.72085094	0	0	0	0	-96.64568689	39.19378951	RL
45884	67583	0	0	0	0	0	-100.4752284	37.80353966	GY
45885	80677	0	0	0	0	0	-98.0681215	37.43511871	KM
45886	81116	68.13512925	68.13512925	45	0	0	-99.7161521	38.04619804	HG
45887	81091	0	0	0	0	0	-99.85742353	39.72094049	NT
45888	80509	0	0	0	0	0	-97.96781636	39.01951087	LC
45889	79402	0	0	0	0	0	-100.8893185	37.70437999	HS
45890	79384	0	0	0	0	0	-98.06063844	37.57543607	KM
45891	81755	182	182	234	0	0	-101.0250444	38.0108739	FI
