AGRI_KS,ET_KS,GRACE_Trend_KS,P_KS,SW_KS,URBAN_FLT_KS
0.54437387,1674.0,-270.61285,595.14,0.33729893,0.09893295
0.72727567,2509.0,-387.13025,523.94,0.5704837,0.12049838
0.43796945,3760.0,-176.06418,502.67,0.04328839,0.086444244
0.6276876,2125.0,-122.624275,453.35,0.25828537,0.1365704
0.2282745,1195.0,-237.20526,313.87,0.0,0.043985125
0.42013183,2299.0,-160.42273,455.11,0.4082767,0.12314909
0.44940042,2885.0,-99.59993,494.06,0.43161884,0.096718706
0.42835057,1226.0,-281.87766,256.44,0.30234998,0.09739652
0.538172,1372.0,-416.26797,372.62,0.0069561685,0.08025674
0.8249892,2833.0,-416.26797,391.82,0.0003256588,0.17724909
0.30427492,2189.0,-144.0245,428.24,0.0,0.0061031464
0.44901964,2571.0,-374.48132,389.533,0.0,0.032430004
0.6801525,1990.0,-131.23068,441.1,0.0,0.166024
0.33030576,1668.0,-315.9807,439.26,0.0,0.14918968
0.5569472,1533.0,-346.44556,480.0,0.0,0.092166886
0.73041517,3190.0,-387.64514,837.193,0.13914047,0.13247205
0.13463081,4202.0,-239.37135,718.3,0.18536879,0.23936158
0.17235777,2009.0,-267.43295,500.04,0.0013131937,0.049450304
0.4939608,1289.0,-283.8272,373.7,0.0,0.13589622
0.4543149,3558.0,-236.23709,555.66,0.15715578,0.13612227
0.5041535,1856.0,-416.26797,336.31,0.02373471,0.089848846
0.5646285,2787.0,-338.74677,404.51,0.10833401,0.28544334
0.51259935,3659.0,-241.49243,443.47998,0.3220036,0.20148094
0.4241762,3007.0,-458.6178,390.28,0.36626846,0.16789676
0.46173376,1998.0,-388.67932,333.32,0.48416305,0.16241027
0.573073,3527.0,-361.9958,667.197,0.1601332,0.07824278
0.7591932,1229.0,-293.0232,218.9,7.06568e-06,0.099709265
0.2531965,1268.0,-401.34882,459.13,0.018669624,0.12939192
0.70567536,2769.0,-299.7838,470.94,0.22023624,0.20971869
0.763341,2616.0,-346.44556,504.51102,0.008480071,0.07344207
0.38951895,2461.0,-618.90204,343.92,0.3827629,0.2541293
0.52313566,2487.0,-270.61285,555.64,0.22712307,0.13676001
0.35635066,912.0,-296.68475,301.08002,0.2714218,0.05732769
0.3185382,2747.0,-109.84654,494.65,0.37566793,0.09292936
0.803546,1603.0,-239.60513,325.57,0.04761903,0.077903815
0.81648934,1425.0,-304.07312,375.25,0.045948282,0.053303428
0.71070874,819.0,-449.17493,206.85,3.570352e-05,0.20404358
0.5662524,1753.0,-317.15866,379.2,6.90789e-05,0.16352823
0.41875947,1611.0,-239.60513,250.59,0.24653003,0.08486984
0.7009857,3351.0,-293.1137,704.4,0.45845684,0.31305215
0.70848536,2831.0,-353.1966,597.461,0.37954238,0.23119244
0.5937942,1290.0,-571.2196,218.95999,0.0,0.19446814
0.48117515,1851.0,-515.8428,319.34,0.031551052,0.09586167
0.4001955,2103.0,-203.59785,662.29,0.3330746,0.24773745
0.882507,2532.0,-315.14072,678.85,0.21159571,0.062443025
0.7856225,1784.0,-538.55914,246.33,0.03743265,0.03882016
0.56375104,1732.0,-123.7742,339.22998,6.90789e-05,0.10185736
0.5807996,897.0,-375.17303,313.09,0.3297539,0.12664117
0.452359,2857.0,-310.64453,509.45,0.3005015,0.11568103
0.31289685,1726.0,-319.84076,413.84,0.21174698,0.08977858
0.40669793,1842.0,-453.73685,286.33002,0.47935668,0.13071243
0.77076125,710.0,-419.35913,251.43001,0.0,0.091786824
0.8810467,2379.0,-320.76462,293.2,0.016715627,0.124990374
0.36858612,3143.0,-368.30023,559.38,0.011963892,0.054030746
0.77490944,1756.0,-320.76462,316.57,0.011041251,0.05600598
0.579088,3352.0,-290.66278,727.46,0.16336009,0.059735462
0.8002407,2875.0,-261.50198,738.11,0.8825578,0.56989044
0.87216896,2401.0,-413.40924,364.74,0.06622607,0.11850372
0.3454935,2170.0,-160.42273,430.19,0.25159514,0.101208724
0.329533,3769.0,-330.70148,657.38,0.0021880677,0.14089292
0.34704182,2256.0,-479.17065,350.57,0.34502628,0.23268203
0.43131456,775.0,-453.73685,251.95,0.34311602,0.14139773
0.41383913,1478.0,-419.79913,299.32,0.0,0.045452975
0.622206,1867.0,-674.3433,300.34,0.053370517,0.09996208
0.6682054,3058.0,-108.96084,517.94,0.32060593,0.41295525
0.617038,3426.0,-315.14072,544.38,0.33362108,0.17095011
0.7750125,2655.0,-397.07172,314.91,0.14767733,0.16272306
0.52133185,3503.0,-290.66278,670.47,0.34186804,0.25241318
0.5873784,2913.0,-186.82289,578.01,0.2961137,0.031511255
0.36654463,1861.0,-327.63904,393.41,0.0188627,0.054884553
0.67162144,2041.0,-351.68716,734.31995,0.6471081,0.36538404
0.7610385,2577.0,-361.9958,547.658,0.2819219,0.12766354
0.3481261,1165.0,-319.84076,377.42,0.26796046,0.08359976
0.6196645,2024.0,-219.03236,376.53998,0.0005362586,0.13041455
0.14463978,510.0,-323.7525,161.62,0.0006074374,0.027278448
0.70905584,3256.0,-261.50198,538.31,0.22060569,0.16296668
0.73673403,1958.0,-419.79913,306.74,0.0,0.08335475
0.43720862,3029.0,-351.66302,443.69,0.45786974,0.19714426
0.070880674,3874.0,-368.102,583.79,0.124793485,0.19719243
0.43185607,2908.0,-338.02228,382.39,0.36644402,0.253039
0.70424527,2162.0,-290.66278,538.65,0.38228992,0.15825842
0.434066,905.0,-293.0232,417.69,0.0,0.13280943
0.3512643,1280.0,-300.9665,302.63,0.0,0.06745504
0.83737206,2273.0,-351.68716,523.27997,0.3331073,0.21769488
0.68126374,1702.0,-577.86804,207.73,0.4466616,0.29031175
0.32282156,1967.0,-138.59648,401.09,0.0,0.15085408
0.6110531,2474.0,-197.17755,444.13998,0.18428363,0.07401457
0.6356531,2171.0,-470.69324,349.65,0.07470093,0.10767479
0.6362097,1274.0,-449.17493,212.69,0.017006343,0.082011424
0.7368269,2033.0,-281.87766,471.66,0.1082448,0.1812035
0.7740473,2102.0,-144.0245,465.98,0.0004891833,0.11077657
0.48104504,2081.0,-250.47935,297.09,0.07160799,0.05808547
0.8450394,2126.0,-354.32742,225.19,0.013376787,0.15253861
0.7514589,2787.0,-115.0085,490.7,0.053049866,0.14130817
0.42526796,2608.0,-160.42273,539.38,0.48344886,0.19736043
0.8106342,2685.0,-317.73572,295.95,0.00010584496,0.019975327
0.78179765,2200.0,-347.7622,436.2,0.030638719,0.10601599
0.5051115,2898.0,-183.56854,599.1,0.043927196,0.100254774
0.3895424,608.0,-571.2196,217.87,0.0,0.19085233
0.34977186,3508.0,-176.06418,533.37,0.0050681764,0.21778387
0.5258572,3695.0,-124.74118,614.21,0.25186583,0.2230061
0.8076652,1279.0,-283.8272,300.06,0.0,0.061492004
0.8510521,2878.0,-230.15942,556.35,0.63195705,0.24202716
0.63481873,2111.0,-397.07172,374.98,0.09203167,0.03520727
0.5972915,1488.0,-467.36386,355.24,0.23138215,0.10340114
0.11055226,2259.0,-263.40884,449.21,0.0037089637,0.088062204
0.5148387,2154.0,-217.86607,232.14,0.37051234,0.20904543
0.7935593,2746.0,-330.90118,589.67,0.8636331,0.57043374
0.34622446,1429.0,-346.44556,506.609,0.0,0.059911646
0.8430127,1732.0,-563.4581,243.41,0.40584856,0.27547598
0.67874974,2300.0,-225.87646,507.17,0.27158412,0.10926566
0.493956,2560.0,-160.42273,336.99,0.4565067,0.22053659
0.62000215,3252.0,-360.11816,476.58,0.37803945,0.07878165
0.7515224,1143.0,-335.27618,355.97,0.0,0.08793158
0.5905519,1890.0,-674.3433,283.78,0.116461396,0.118264005
0.5328062,4236.0,-330.90118,587.4,0.76108027,0.27529752
0.35282177,1877.0,-405.79517,400.43,0.010151717,0.07070412
0.34394196,1220.0,-281.33893,321.22,0.029053342,0.14662153
0.74518746,1715.0,-239.60513,341.51,0.040451676,0.03767344
0.40044144,2498.0,-226.48181,511.74,0.3022871,0.14538224
0.3831429,1027.0,-426.6893,282.4,0.059394356,0.06643266
0.66515607,2545.0,-145.61694,607.01,0.04711877,0.03350976
0.57268476,1820.0,-313.5496,523.83,0.07993784,0.04733959
0.600226,1119.0,-590.4795,264.7,0.0010709901,0.1164865
0.44354734,2226.0,-147.70377,474.0,0.35726345,0.13559061
0.5622894,2894.0,-361.9958,677.005,0.19297408,0.09389684
0.42713928,2639.0,-368.58972,689.995,0.1172812,0.07725284
0.5220636,1361.0,-283.16107,452.11,0.44035023,0.07675314
0.68593377,2275.0,-291.67087,394.25,0.34715012,0.20287149
0.62047666,3089.0,-99.59993,537.07,0.1570718,0.15132771
0.4746872,1236.0,-453.73685,285.63998,0.47862113,0.14631833
0.4307776,1058.0,-281.87766,444.0,0.06871891,0.06944429
0.36661094,2096.0,-332.0178,369.78,0.0,0.084782645
0.25251576,3849.0,-92.242584,453.61,0.0021787768,0.15871248
0.7179871,2604.0,-299.7838,537.94,0.049694166,0.1294766
0.5272005,2707.0,-370.42548,602.874,0.1659795,0.10115307
0.25339502,961.0,-294.11075,324.68,0.096762836,0.18673286
0.6986903,2193.0,-241.49243,480.45,0.4630283,0.26544058
0.7200058,1954.0,-304.07312,393.64,0.031783562,0.10635612
0.6331846,1289.0,-351.6481,225.03,0.53046083,0.3608236
0.6856324,2713.0,-341.43176,658.41,0.46906036,0.29471093
0.80349696,2947.0,-320.67572,611.12,0.24866709,0.32645294
0.77610564,1303.0,-311.00467,384.32,0.38991845,0.22451466
0.72372526,2452.0,-226.48181,741.59,0.3144923,0.29287803
0.3853696,3023.0,-351.66302,330.32,0.33411872,0.114597805
0.38431242,1068.0,-590.4795,203.06,0.003503491,0.03664449
0.73835164,1500.0,-380.40277,223.59,0.00046729893,0.193398
0.6087907,2350.0,-515.8428,312.01,0.3034164,0.36034667
0.24445568,1053.0,-230.03015,320.44,0.24287064,0.06191629
0.09168866,1731.0,-225.87646,339.59,0.001039391,0.092269644
0.2813863,1744.0,-122.624275,420.38,0.31071252,0.07181029
0.80457044,970.0,-380.40277,200.09,0.0009052984,0.094788276
0.66068953,2100.0,-338.74677,424.4,0.13591501,0.23393218
0.20251143,1439.0,-319.84076,398.14,0.11935558,0.059080068
0.72041136,3059.0,-261.50198,722.89,0.37514615,0.35782322
0.3637931,1073.0,-419.79913,256.53,0.0,0.010562345
0.3175717,1251.0,-319.84076,351.76,0.2553388,0.077957734
0.42981923,3451.0,-338.02228,476.56,0.3131562,0.118598014
0.41573125,3299.0,-135.02675,479.82,0.25470364,0.13546456
0.7989684,2592.0,-273.6083,263.51,0.00016420937,0.19578405
0.17235777,2059.0,-353.30487,384.26,0.0013131937,0.049450304
0.80721545,1444.0,-273.6083,358.76,0.0,0.050756853
0.38721898,1879.0,-172.57062,412.72,0.06323589,0.040221967
0.346553,1204.0,-467.36386,266.02,0.014593148,0.043325223
0.49217594,804.0,-426.6893,331.38,0.15436098,0.08287293
0.42106366,909.0,-614.1719,173.64,0.31815746,0.16009653
0.7797549,2113.0,-230.03015,292.11002,0.046520937,0.06824759
0.5154157,855.0,-303.56976,174.57,0.0,0.023352847
0.5860726,1879.0,-370.42548,445.69,0.008191006,0.06829921
0.67601043,3399.0,-124.74118,502.41998,0.36255565,0.39160556
0.5446089,1981.0,-135.02675,384.37,0.31858405,0.31250107
0.50102764,1400.0,-614.1719,257.64,0.48616323,0.1848802
0.62479854,2193.0,-357.00702,347.31,0.08764953,0.14840099
0.23333254,1712.0,-118.40811,353.15,0.06465982,0.021291472
0.48564574,2451.0,-337.66827,450.35,0.0008093713,0.06495034
0.4966252,4234.0,-368.102,706.95996,0.5817425,0.09186419
0.49557325,3200.0,-219.03236,362.63,0.010611695,0.054710917
0.81732816,2841.0,-230.15942,718.08997,0.44050318,0.32402858
0.39834136,2272.0,-310.64453,458.4,0.37099177,0.16900732
0.4280464,1390.0,-317.15866,303.57,0.0,0.043685324
0.74444604,2932.0,-374.7312,556.083,0.26070502,0.14309856
0.46721786,2700.0,-283.8847,620.05,0.32325807,0.14869334
0.32265022,1328.0,-461.4865,345.77,0.20742299,0.16508283
0.76308435,2825.0,-118.081375,752.87,0.8404715,0.522629
0.27202353,2071.0,-197.17755,455.39,0.19800645,0.14688097
0.2711087,3741.0,-235.4294,624.16,0.30258,0.0075167
0.73180145,3159.0,-230.15942,567.47,0.6128968,0.24715404
0.6791582,1392.0,-283.8272,194.79001,0.0,0.057673838
0.58600205,1991.0,-563.4581,325.43,0.5289165,0.31235287
0.43562478,1721.0,-254.24326,329.0,0.016067196,0.11187566
0.46190333,1587.0,-109.84654,361.09,0.27824688,0.15159993
0.7838713,2511.0,-387.64905,489.03,0.2184435,0.27139118
0.5626767,3474.0,-147.70377,479.62,0.15825465,0.14399624
0.5009944,1984.0,-226.48181,316.17,0.19429485,0.3341938
0.6966611,2325.0,-241.49243,534.49,0.28455862,0.38344643
0.697327,1461.0,-284.25726,415.62,0.0,0.23558144
0.79450816,1887.0,-243.7851,277.02,1.480921e-05,0.11237367
0.59538424,1985.0,-374.48132,430.02298,0.0,0.05872947
0.62852484,2200.0,-226.48181,501.07,0.24916948,0.29285282
0.47029784,1335.0,-327.37674,359.79,0.1163279,0.033684693
0.34430864,1646.0,-337.66827,499.33,0.04376113,0.085478395
0.48173112,3726.0,-183.56854,563.87,0.030540347,0.2593886
0.42785117,2089.0,-338.74677,397.95,0.16089939,0.17103112
0.4855264,1679.0,-273.64133,456.28,0.49004474,0.2052429
0.33415857,2850.0,-351.66302,302.32,0.1781107,0.11080498
0.6270712,3282.0,-375.15216,714.253,0.3879314,0.39279792
0.75621766,2726.0,-261.50198,765.64,0.84943396,0.7411303
0.51852936,1795.0,-313.5496,498.45,0.008821941,0.100447394
0.72247034,3011.0,-327.63904,491.67,0.04118795,0.09959925
0.6975565,919.0,-590.4795,238.03,0.00029187888,0.13395008
0.51463085,2423.0,-401.34882,396.85,0.3621018,0.23205985
0.6248773,1859.0,-376.82422,320.97,0.35528615,0.039022643
0.3888727,945.0,-440.299,260.46,0.31502342,0.06260344
0.21079065,3860.0,-359.12244,643.33,0.532223,0.037747562
0.5266707,3297.0,-122.063446,490.33,0.33936495,0.23114052
0.81943005,3206.0,-261.50198,534.77,0.3525299,0.25955188
0.50043553,2435.0,-135.69774,650.98,0.32942584,0.097295664
0.61189085,2499.0,-341.43176,686.74,0.44429988,0.17397156
0.32401744,2311.0,-335.27618,341.44,0.0,0.12631534
0.64792395,1939.0,-358.8145,625.88,0.18402164,0.076457545
0.5140811,1831.0,-266.20975,423.81,0.3930329,0.21670699
0.5660519,1382.0,-327.37674,351.69,0.04013116,0.042188995
0.8027595,1688.0,-299.21625,395.11,0.0,0.06512445
0.4442067,2090.0,-273.64133,510.93,0.48153615,0.13384639
0.6905666,1145.0,-538.55914,318.89,0.030457044,0.09515479
0.38290507,2391.0,-123.7742,556.42,0.033704594,0.108373985
0.72981906,1900.0,-273.48917,295.7,0.00071856845,0.10663316
0.38398573,2650.0,-338.02228,420.82,0.3542896,0.24733223
0.62098044,1549.0,-590.4795,298.56,5.7699544e-05,0.13768426
0.6661555,3137.0,-370.13885,587.36597,0.41550934,0.22880939
0.41778183,2471.0,-261.77164,422.0,0.0030855394,0.049853493
0.20562586,2322.0,-353.1966,559.01,0.0029938414,0.04479802
0.6017506,1323.0,-237.20526,250.66,2.5993183e-06,0.1773588
0.38127393,2326.0,-338.74677,473.37,0.28694606,0.09291498
0.8020149,2375.0,-458.6178,364.95,0.33350542,0.109005384
0.513225,3188.0,-387.13025,542.76,0.96201843,0.77373105
0.89141047,3814.0,-118.081375,791.53,0.66197354,0.2729647
0.4400331,2740.0,-128.15285,453.05,0.12077954,0.10183576
0.77688754,1602.0,-430.43643,546.46,0.13719487,0.058016233
0.6225727,658.0,-323.7525,182.25,0.3066564,0.15422359
0.5920485,1781.0,-122.82578,360.28,0.07811557,0.12118147
0.79081655,2345.0,-387.13025,534.12,0.6400099,0.23759474
0.12379038,1248.0,-421.4361,179.08,0.19377364,0.059387688
0.23333254,1556.0,-405.79517,336.93,0.06465982,0.021291472
0.5860986,3384.0,-338.01367,616.94,0.08809901,0.023727188
0.42272326,2174.0,-397.63855,373.35,0.3366759,0.22931099
0.47189772,1868.0,-380.40277,148.16,0.00019156924,0.12098838
0.37346363,2086.0,-123.7742,373.42,0.0018282023,0.040941805
0.6403418,2616.0,-266.20975,452.14,0.4013205,0.18374698
0.8180078,2884.0,-197.17755,420.62003,0.39933416,0.08596862
0.5191702,2148.0,-123.7742,417.56,0.001479213,0.035117976
0.40371564,2322.0,-357.00702,420.35,0.012355423,0.047440466
0.2250142,1755.0,-336.73245,315.69,0.0,0.08172852
0.80377454,2648.0,-413.40924,329.90002,0.0011928347,0.11068781
0.50102764,3068.0,-351.66302,365.87,0.48616323,0.1848802
0.45548457,1813.0,-261.77164,306.76,0.011295928,0.084884144
0.5592041,1342.0,-421.4361,309.47,0.22292623,0.09632382
0.8078551,880.0,-421.4361,279.5,0.01666269,0.15811107
0.5134562,1984.0,-219.03236,469.79,0.0014293921,0.08347719
0.4387257,1212.0,-590.4795,204.9,0.048465174,0.033301163
0.5643727,2394.0,-397.07172,408.62,0.05064125,0.023326972
0.052688964,1984.0,-118.219025,432.52,0.00034477643,0.066806875
0.76067585,2232.0,-387.13025,446.12,0.8137652,0.3706109
0.29646865,2907.0,-300.88504,390.63,0.34137386,0.10189145
0.5926256,2908.0,-338.01367,645.49,0.1305255,0.06263143
0.534361,3080.0,-108.96084,478.28,0.2801553,0.31416312
0.5770354,1157.0,-449.17493,193.26,0.008397054,0.06242027
0.43520314,1647.0,-227.80148,350.16,0.000882305,0.046706825
0.8001572,2271.0,-203.59785,562.76,0.33348414,0.32852292
0.4039276,3552.0,-310.64453,563.48,0.24878843,0.124171354
0.7235139,2787.0,-395.39246,394.197,0.003337702,0.062714666
0.418669,3737.0,-293.1137,723.71,0.38942552,0.06378686
0.78179765,1573.0,-230.03015,222.41,0.030638719,0.10601599
0.5654416,2874.0,-269.60287,550.3,0.03805043,0.08399695
0.9345973,2123.0,-618.90204,302.35,0.35928833,0.24538712
0.46762067,2306.0,-311.00467,473.49,0.2315999,0.3135141
0.4065111,1511.0,-285.53815,394.66,0.30230677,0.23253472
0.45686135,885.0,-426.6893,320.0,0.032992765,0.10330811
0.34286043,1393.0,-267.43295,368.98,0.18706425,0.08800172
0.08645172,3534.0,-208.939,716.14,0.20038703,0.001066084
0.46936086,1651.0,-144.0245,432.47,0.0,0.063100025
0.42056698,1084.0,-503.74908,302.9,0.044140346,0.11349288
0.25953856,3010.0,-269.60287,571.83,0.0034984516,0.17250192
0.4714736,2274.0,-109.84654,387.58,0.2548952,0.14202306
0.6445364,1177.0,-237.32727,298.35,4.6304973e-05,0.17696351
0.3911653,1451.0,-281.87766,288.35,0.27726215,0.06346024
0.6607066,1938.0,-131.23068,398.74,0.0002638153,0.14956218
0.44462597,1523.0,-227.80148,263.23,0.10776994,0.09791614
0.3561703,1813.0,-273.6083,358.1,0.0,0.16375402
0.5246494,3425.0,-176.06418,594.98,0.027536305,0.07240131
0.34398493,4081.0,-208.939,635.94,0.001085575,0.08003232
0.608938,2263.0,-376.82422,394.35,0.2164065,0.14818752
0.4064715,429.0,-294.11075,165.95,0.0838475,0.09308225
0.392033,768.0,-237.32727,234.18,0.0,0.05462619
0.4746872,2227.0,-213.48747,580.02,0.47862113,0.14631833
0.5115656,1695.0,-214.17244,482.29,0.12587407,0.17054033
0.48103097,1397.0,-413.40924,310.82,0.07997427,0.12646179
0.557373,3002.0,-338.01367,561.33997,0.34197664,0.19885404
0.525876,2254.0,-304.07312,326.28,0.11046595,0.2933916
0.29136452,1381.0,-467.36386,259.0,0.0072315536,0.052550603
0.5751362,1960.0,-425.24097,364.02,0.0,0.12795146
0.31551847,3324.0,-301.73456,508.44,0.80875844,0.21455836
0.4166742,2813.0,-368.58972,616.48804,0.11468515,0.08247346
0.57694876,3009.0,-346.44556,441.034,0.00036330742,0.13124962
0.9019675,2793.0,-311.00467,492.31,0.22780827,0.056649603
0.56480086,2359.0,-397.07172,361.08002,0.37420776,0.22977953
0.45775285,1164.0,-614.1719,250.63,0.4901171,0.19180205
0.2436082,2516.0,-201.52792,292.78,0.20953926,0.13271728
0.7883618,3047.0,-121.88341,520.25,0.3977106,0.28153235
0.8758418,3359.0,-285.59644,201.25,0.07398132,0.0473465
0.3508071,1225.0,-281.33893,365.02,0.00187284,0.036040816
0.7862803,1789.0,-230.03015,251.01001,0.010516071,0.1927189
0.4983534,2006.0,-217.86607,291.82,0.50550187,0.25476432
0.6097915,891.0,-449.17493,173.81,0.010749825,0.06195108
0.700689,2866.0,-317.15866,356.43,8.1301514e-05,0.1580576
0.61153513,687.0,-340.2625,250.85,5.7699544e-05,0.17468031
0.5934849,2683.0,-263.40884,598.18,0.11375876,0.03039757
0.38490608,1896.0,-400.74432,289.77,0.0011264815,0.029574959
0.41075575,441.0,-448.97052,201.58,0.0,0.18967354
0.82709557,3074.0,-374.7312,735.364,0.702731,0.26664475
0.3084909,2226.0,-237.9046,392.86002,0.0,0.13177887
0.3601872,2259.0,-232.35822,633.48,0.050095595,0.039868552
0.429508,1627.0,-642.6691,249.93001,0.34546566,0.1477481
0.6678035,2419.0,-395.39246,427.268,0.012208959,0.06094357
0.5029125,3517.0,-108.96084,496.67,0.012766019,0.18386172
0.435914,3785.0,-387.12906,777.721,0.017495012,0.101472646
0.4590516,3274.0,-370.13885,712.85803,0.2323956,0.13978466
0.5713577,2556.0,-374.48132,334.777,0.0,0.122352175
0.46878406,1618.0,-407.03812,312.63,0.07343348,0.060131766
0.092852905,3847.0,-359.12244,590.66003,0.43385914,0.09033768
0.3822283,3347.0,-460.01898,639.42,0.4028773,0.1976032
0.41507185,1780.0,-284.3849,343.12,0.0,0.058472183
0.6432126,1073.0,-252.41238,407.73,0.3259075,0.18663235
0.6432126,2562.0,-299.7838,403.16,0.3259075,0.18663235
0.50521415,4051.0,-134.08182,603.44,0.014849,0.27794194
0.85936314,1275.0,-426.6893,218.59,0.00011477027,0.11150834
0.72578573,2842.0,-236.23709,512.13,0.31082618,0.38436645
0.847654,3054.0,-361.9958,606.263,0.26215962,0.0830234
0.5062555,2780.0,-387.13025,580.3,0.093023956,0.019574359
0.4287164,3016.0,-390.47763,559.161,0.4991232,0.14857493
0.3296588,1594.0,-287.46393,313.83,0.0,0.020134058
0.6791582,963.0,-419.35913,179.2,0.0,0.057673838
0.43669522,641.0,-426.6893,256.15,0.00020752447,0.018399687
0.78379124,2384.0,-261.50198,688.43,0.90492934,0.55804044
0.4149168,4153.0,-330.90118,776.28,0.93256307,0.47910985
0.5213546,3688.0,-361.9958,538.027,0.044691853,0.055989914
0.6631315,2030.0,-282.12897,395.17,0.00866008,0.07497237
0.5551539,3378.0,-178.72717,817.8,0.06745833,0.23305503
0.763341,2824.0,-144.0245,580.22003,0.008480071,0.07344207
0.38981497,1633.0,-413.40924,377.34,0.32180387,0.059983473
0.74985814,2453.0,-405.79517,294.94,0.06469264,0.11825665
0.7765589,3841.0,-261.50198,688.12,0.6166631,0.23170353
0.46017987,2945.0,-351.66302,475.38,0.46199253,0.1368912
0.5921658,2873.0,-430.43643,559.42,0.45696867,0.32604983
0.825846,1781.0,-354.32742,270.01,0.18209736,0.05904391
0.6707685,1189.0,-254.24326,380.18,0.009420106,0.09365598
0.44254935,3067.0,-387.64514,601.459,0.17500597,0.010012641
0.61464477,3157.0,-351.68716,570.3,0.93733364,0.669597
0.56481314,2457.0,-337.66827,474.53,0.055168863,0.1045763
0.6594829,2699.0,-287.94055,474.02,0.40033853,0.031519525
0.54910904,1661.0,-279.8621,215.51,0.0008085555,0.10847861
0.42411062,2930.0,-167.12189,505.29,0.0,0.10964557
0.40770152,1935.0,-397.07172,521.44,0.034000665,0.002571329
0.30493572,2977.0,-313.5496,548.35,0.011436706,0.019837117
0.15223083,1782.0,-405.79517,335.51,0.043799344,0.0100959735
0.9049724,2037.0,-320.76462,355.05,0.016350292,0.038463455
0.62982357,465.0,-340.2625,196.79,0.0,0.12850685
0.16004136,3496.0,-390.04718,784.306,0.68088365,0.12784937
0.60779876,1906.0,-172.57062,343.69,0.06297162,0.06938387
0.26475176,1456.0,-266.20975,287.12,0.0038070125,0.016348701
0.5277691,3256.0,-301.66003,550.75,0.15832335,0.15284596
0.6248773,2046.0,-314.0467,469.21,0.35528615,0.039022643
0.43659,1347.0,-614.1719,241.49,0.28610823,0.13471687
0.68664414,1444.0,-299.21625,334.75,0.0,0.07697654
0.31742653,2855.0,-201.52792,612.35004,0.22777759,0.09312209
0.76963866,1219.0,-374.48132,442.112,0.0,0.096181534
0.69308805,724.0,-323.7525,162.48999,0.12902266,0.15180583
0.3499147,1794.0,-353.30487,416.97,0.009327078,0.049530108
0.73110133,2745.0,-338.74677,370.94,0.07937249,0.17960976
0.7831694,910.0,-303.56976,137.2,0.00045538452,0.11711063
0.52933884,383.0,-340.2625,153.42,0.0,0.033152785
0.50847465,825.0,-449.17493,250.96,0.15082668,0.05026486
0.4480001,1450.0,-217.86607,275.09,0.20859532,0.112118155
0.5494183,425.0,-419.35913,123.86,0.0,0.071771614
0.7192967,3237.0,-186.82289,559.29,0.27492774,0.092778176
0.52275044,1624.0,-296.68475,409.55002,0.10057098,0.28046805
0.6898396,3040.0,-387.64514,718.75696,0.27934983,0.11764625
0.2664372,2403.0,-300.14246,331.78998,0.089199625,0.17329922
0.6216647,3156.0,-368.30023,503.34,0.07795452,0.09222333
0.44619328,1967.0,-285.59644,210.69,0.30882546,0.12950604
0.41665998,3771.0,-387.12906,739.444,0.016638715,0.057500165
0.7842682,2688.0,-122.624275,401.02002,0.16619112,0.10647392
0.33554676,1237.0,-538.55914,246.98,0.31537852,0.06923748
0.39670068,2109.0,-285.59644,211.05,0.057234928,0.14768218
0.68190604,3704.0,-121.88341,606.11,0.5298871,0.1032109
0.6756965,3625.0,-121.88341,732.94,0.50177133,0.19434258
0.61774325,3574.0,-215.99286,701.02997,0.1767544,0.26999524
0.54964423,3021.0,-360.11816,520.33,0.3714275,0.08939915
0.63515735,2123.0,-282.12897,392.38,0.010204928,0.086430386
0.5826384,2156.0,-563.4581,307.39,0.34375387,0.26138678
0.6667565,2905.0,-375.15216,760.44,0.3175785,0.4225483
0.3922132,2508.0,-115.0085,522.44,0.14683741,0.17662689
0.3296588,1752.0,-424.5725,369.16,0.0,0.020134058
0.6602944,637.0,-293.0232,267.4,0.0,0.07969785
0.68593377,1337.0,-226.0185,278.52,0.34715012,0.20287149
0.73161507,1474.0,-156.36523,471.79,0.0047381786,0.16812216
0.4951781,1280.0,-407.03812,311.04,0.06730628,0.058801442
0.34602994,1575.0,-299.21625,347.05,0.0,0.16275215
0.8336444,3277.0,-186.82289,460.58,0.25099084,0.09216393
0.33382985,1788.0,-458.6178,370.14,0.32162848,0.10927849
0.34394196,1945.0,-337.66827,397.55,0.029053342,0.14662153
0.38677374,3679.0,-194.47037,739.14,0.39997223,0.022247208
0.6919401,1868.0,-340.2625,186.01001,3.2202897e-05,0.16773586
0.7583528,1793.0,-156.36523,538.06,0.0015751008,0.2251465
0.53355306,2951.0,-197.0005,552.45,0.115905,0.06715177
0.05232827,2623.0,-299.50284,382.29,0.1659669,0.0005809103
0.78402805,1100.0,-300.88504,239.93,0.30975536,0.32450464
0.38981497,1355.0,-273.07043,279.55,0.32180387,0.059983473
0.5934526,2122.0,-273.64133,593.13,0.41889194,0.23517919
0.4590516,3120.0,-338.02228,498.98,0.2323956,0.13978466
0.5978914,1598.0,-261.77164,274.06,0.021699617,0.08369642
0.51443225,3003.0,-160.42273,427.96,0.39214748,0.18243368
0.18686225,2138.0,-263.40884,422.05002,0.0017280114,0.08518956
0.9601345,2743.0,-283.16107,525.74,0.5117601,0.24027757
